x1,x2,y,color
2.133939145944876,1.6188106087789462,-1,r
2.024825043150714,3.6381103009358826,-1,r
2.8196828952627495,3.346494778445817,-1,r
0.6252347606106814,2.009631216462911,-1,r
3.3314333740038884,1.1724219529888742,-1,r
3.934942744280661,0.7251077331857549,-1,r
1.3431124400099272,3.513228046464776,-1,r
-0.18423032030274689,2.7989105974425,-1,r
0.7254115758249242,0.8270562851312588,-1,r
0.029555678201718547,-0.07404306326790888,-1,r
-1.4571688582783986,-2.1688833186466936,-1,r
-2.320259010680154,-3.194552738858256,-1,r
-1.7385421809155976,-4.5081714761981075,-1,r
-1.3778459013467175,-1.8077762534412907,-1,r
-0.6464140638862059,-0.608491635897126,-1,r
-3.4449152038969064,-1.4249642701785925,-1,r
-2.815090306732466,-2.521884852664432,-1,r
-1.2405893638109928,-1.5574955400015993,-1,r
-1.5620686483198591,-2.090782958066483,-1,r
-1.8229596547233482,-3.134140722105717,-1,r
-2.6527204935473385,-1.4082454487827376,-1,r
-3.1898156873801438,-2.648949440179575,-1,r
-1.2643811310593325,-2.0559088993862304,-1,r
-2.8392457180964836,-1.7172403200762651,-1,r
-0.7096381283364832,-2.995716568418673,-1,r
-3.534236297780934,-1.894695917066647,-1,r
-2.884567258135406,-2.3675566146929214,-1,r
-2.5786305417666906,-2.908043027749846,-1,r
-2.062768364746852,-1.8320096062295617,-1,r
-3.121773330274398,-1.0400568333365134,-1,r
-0.7088668842368291,-2.241501774105201,-1,r
-1.871500348353658,-0.5511434076564432,-1,r
-3.360127392382534,-3.1373733019854777,-1,r
-2.44820917300346,-2.114372621742876,-1,r
-1.4625929536831883,-1.8369293625328076,-1,r
-3.942900715879433,-1.0212582046331362,-1,r
-0.8665907898143375,-3.044224362667846,-1,r
-1.5444919897672167,-2.726174864371465,-1,r
-2.509170769962745,-2.7778133183542018,-1,r
-0.525563906098071,-2.963596364316701,-1,r
-2.1434450471005837,-1.5453975969403637,-1,r
-2.9633988440329624,-2.3502767154333597,-1,r
-2.199118508280966,-0.3876095654449514,-1,r
-3.3678744997216605,-2.080736217940485,-1,r
-1.8565587599249314,-2.342644032545834,-1,r
-0.7021568671481044,-2.0673100456768196,-1,r
-2.5008200073511717,-1.2366587214714921,-1,r
-0.7913088928799055,-2.9073398971486566,-1,r
-1.1805876294232318,-1.3378227236921632,-1,r
-2.088408368901416,-2.8400450225113705,-1,r
-1.1551757533013047,-1.3869672690890535,-1,r
-2.981196082776303,-2.532160150829668,-1,r
-0.27616092582658425,-2.6864842419712223,-1,r
-4.078609473879636,-2.3227030944397504,-1,r
-1.8667009741700786,-1.301789822265139,-1,r
-2.410672764024447,-0.04083283535914228,-1,r
-2.4943598371710647,-1.8118450952199296,-1,r
-0.9037738234897128,-1.9258925676287038,-1,r
-4.414503457184927,-1.2918033555672823,-1,r
0.2550145566701437,-0.6844287613020531,1,b
1.147897674538797,1.0659363900474152,1,b
-0.5372710424101711,-1.4765659192465332,1,b
-1.808384861534967,-0.1896627268460729,1,b
-0.5923237207465148,-0.1448035674846486,1,b
-2.686120780593897,-0.020240656779998156,1,b
-1.2642706275609308,-0.4018357771793472,1,b
2.206279476114453,-0.03269427807526205,1,b
0.9876459560601275,0.37099113061310285,1,b
0.7165566848299189,0.14256447182783694,1,b
-0.14606680048201504,1.0858049078751701,1,b
-1.2950144047002858,-0.633247046907236,1,b
0.5019019558706136,0.1703162172315026,1,b
2.0465292802879675,0.07015149607665179,1,b
-0.05312210195663092,0.3539451154201588,1,b
-1.4939483224236003,1.5026929730808933,1,b
-0.3115646722768455,0.6482167841459346,1,b
-0.8126966923770309,-1.359887422491416,1,b
-0.07334936015185577,-0.2260851683309079,1,b
0.5404094601179027,-0.5126026250828387,1,b
2.485471714080105,0.1469096402517425,1,b
-1.14381329120717,-0.05863584145230831,1,b
1.3879942757895403,0.15122717315168716,1,b
-0.9752521851419036,-0.5227767914752824,1,b
0.7632595168541212,1.4768799298137443,1,b
-0.7613154958250639,1.4271168267490881,1,b
-0.75278760995495,2.0359671391140184,1,b
-0.24848969961671294,-1.2566264986492293,1,b
-0.28426273087497306,-0.05159333543245045,1,b
0.7413041436277132,1.0544809455213968,1,b
0.5658170029752791,-0.9905202805096033,1,b
0.07248513327727196,-0.3727074944914009,1,b
0.10276297649184664,-0.4036592961550817,1,b
-0.7778395020236063,2.5808851156214936,1,b
-0.3664179331975895,-1.8372818070592796,1,b
-0.448482987551772,1.1255692785171458,1,b
0.46336077640784457,-0.87519845861804,1,b
1.014110680574297,2.2226012685236247,1,b
-1.4403251677821114,-0.007867235665120313,1,b
0.7204589034214287,1.219479095167568,1,b
0.29984818157711657,0.9461556719410672,1,b
-1.1141188715149979,1.4932201109945398,1,b
-0.8651218605170865,-1.9859309798753804,1,b
0.11737177773807315,0.008056175378540177,1,b
-0.9839308145497955,-0.5413137909007361,1,b
0.3609937222070938,-0.4730220488010702,1,b
-0.6700027594066899,0.7703050170025931,1,b
0.5626867995917519,-0.993338037282894,1,b
-0.04476424733495157,-0.6924530440757718,1,b
0.21138409547906387,0.7102816064699292,1,b
4.09120471661982,5.09128273327211,0,g
2.0530296909774535,2.613650467763061,0,g
1.7035084257978363,6.409834303341541,0,g
5.72783616857992,6.204556284556135,0,g
4.794827639348401,4.976421096400941,0,g
2.816572852666985,5.9163636105354795,0,g
2.8766731994488612,3.3359645304158945,0,g
3.621641429631441,3.2083847285036637,0,g
4.859548109180373,3.769211004514415,0,g
3.9343389718952078,3.791363765267844,0,g
5.34686857011405,3.393047202642877,0,g
3.825751786355368,4.424051421031723,0,g
2.354009895176238,3.51645905003471,0,g
4.535468250015763,5.166140486373717,0,g
4.1616831087450805,3.3271660729264507,0,g
5.442524131683404,3.7785193890681756,0,g
4.031264313686147,4.181929588030104,0,g
3.9370712701342043,3.4584315400130725,0,g
4.474518417884951,2.835408827876523,0,g
3.499090609428573,3.591439040892504,0,g
3.0656516428305394,4.0845101540164475,0,g
4.143691018007948,4.075549441335658,0,g
3.844354903583478,4.550850056306325,0,g
5.702029955670746,5.006093702544571,0,g
0.8650802323793663,5.139533500293888,0,g
2.130200641397966,2.2208869638562314,0,g
4.127762897292504,2.6489822401972805,0,g
5.5539671989279045,4.6969657514275855,0,g
3.1885388474296303,2.356749071120845,0,g
4.330658868237932,5.224956267656762,0,g
4.0961715686229985,5.876815420280648,0,g
4.53378058441174,4.798360041018066,0,g
3.6939255002860483,4.377973887291522,0,g
3.7735219533584483,2.1142554573369337,0,g
6.472510974668708,3.8531434128225532,0,g
4.115649197699319,5.330430622301428,0,g
4.109594712353533,4.215479071956888,0,g
4.429070087750399,2.8487343840965336,0,g
5.524753476736738,4.360535848505355,0,g
3.389106977515647,4.930246033400851,0,g
4.356513015242176,3.047839404704393,0,g
4.151927786254897,4.000634885971322,0,g
4.335023227638856,4.374799387943267,0,g
4.713816157691089,2.799186520581312,0,g
4.00138116115555,3.078539973061032,0,g
4.496227866094204,2.668333331160267,0,g
1.809429511902775,3.5639279352056294,0,g
6.545087217420565,5.150081277348125,0,g
4.0844454667865895,6.4862477950987865,0,g
3.805644597387135,3.8137866524585142,0,g
